Time_Taken,Extinguisher_Used,Incorrect_Actions,Aiming_Accuracy,Distance_From_Fire,Assessment_Time,Movement_Speed,High_Temp_Time,Outcome
47,10,9,0.89,3.3,9,1.4,9,1
58,10,4,0.88,2.6,15,0.8,30,1
47,10,2,0.55,2.8,15,0.7,26,1
60,10,0,0.6,1.5,14,0.6,39,0
48,10,6,0.35,4.6,12,0.5,30,1
30,8.8,1,0.75,1.6,11,0.3,18,1
51,10,1,0.7,3.8,5,1.4,9,1
36,8.7,9,0.88,4.8,15,0.8,12,1
60,10,8,0.78,2.7,6,0.4,18,0
31,9.0,3,0.77,1.7,9,0.4,14,1
41,10,3,0.95,4.2,8,0.7,30,1
39,10,1,0.45,4.2,10,0.3,12,1
60,10,8,0.49,1.7,12,0.9,5,0
60,10,0,0.92,3.8,12,1.5,30,0
60,10,7,0.3,1.3,10,1.1,35,0
31,8.3,1,0.89,1.1,13,0.8,9,1
59,10,4,0.78,2.4,11,0.6,9,1
34,10,3,0.79,2.3,6,1.4,10,1
37,10,0,0.64,1.5,11,1.0,17,1
47,10,4,0.37,3.0,6,1.1,16,1
54,10,2,0.66,2.6,6,0.9,20,1
60,10,4,0.81,2.0,11,0.9,31,0
58,10,1,0.89,1.3,9,1.2,10,1
52,10,8,0.84,2.7,14,1.0,20,1
36,10,2,0.86,3.0,10,0.8,23,1
44,10,1,0.4,4.7,13,0.7,30,1
46,10,9,0.84,2.2,15,1.5,14,1
48,10,4,0.8,2.1,8,1.1,20,1
60,10,10,0.44,1.8,10,1.0,32,0
40,10,9,0.65,2.4,13,0.9,27,1
46,10,0,0.5,1.5,10,0.5,33,1
32,7.6,8,0.44,2.2,14,0.6,17,1
40,10,2,0.47,4.7,10,0.8,24,1
60,10,4,0.4,3.5,14,0.9,29,1
33,8.9,5,0.77,2.3,11,0.8,21,1
60,10,8,0.55,1.9,14,0.9,28,0
43,10,2,0.33,3.0,10,0.7,25,1
49,10,2,0.84,2.1,15,1.1,5,1
54,10,7,0.83,1.6,6,0.9,18,1
43,10,5,0.76,4.0,7,0.8,35,1
46,10,0,0.34,3.7,12,1.2,32,1
50,10,1,0.57,3.2,11,1.3,32,1
60,10,5,0.79,3.5,12,0.8,48,0
30,8.3,7,0.73,2.5,10,0.6,16,1
47,10,1,0.95,3.6,11,0.5,24,1
45,10,7,0.65,3.7,10,0.6,13,1
60,10,7,0.68,4.1,8,0.8,14,0
60,10,1,0.82,3.7,15,0.8,45,0
45,10,3,0.53,4.3,8,1.0,9,1
34,10,6,0.33,1.3,11,0.6,22,1
52,10,10,0.99,2.3,6,1.1,30,1
56,10,9,0.95,4.2,6,1.4,30,1
31,8.8,9,0.8,2.6,10,0.4,6,1
32,8.3,7,0.38,1.1,13,0.7,9,1
54,10,7,0.71,2.3,14,0.6,19,1
49,10,2,0.66,1.5,13,0.9,27,1
46,10,5,0.48,1.0,7,1.5,19,1
31,8.0,8,0.54,3.2,11,0.6,5,1
43,10,6,0.48,3.4,15,0.6,15,1
45,10,4,0.71,1.4,14,1.0,27,1
60,10,0,0.47,1.3,10,1.5,30,1
56,10,5,0.36,2.8,5,0.9,9,1
45,10,3,0.49,2.2,14,0.7,18,1
60,10,3,0.6,3.6,5,0.8,50,0
60,10,3,0.51,2.7,8,0.5,47,0
60,10,1,0.98,1.8,15,0.9,11,0
60,10,3,0.63,2.8,8,0.6,40,0
43,10,5,0.32,4.6,14,1.2,29,1
41,10,4,0.66,3.7,15,0.6,14,1
60,10,8,0.86,1.1,14,1.0,12,1
60,10,6,0.6,1.1,9,0.5,17,0
43,10,10,0.39,3.2,5,0.9,18,1
49,10,2,0.65,2.9,9,1.0,22,1
60,10,0,0.69,1.4,13,1.5,47,0
56,10,9,0.73,3.7,11,0.8,23,1
53,10,10,0.82,4.8,7,0.7,34,1
60,10,1,0.66,2.6,12,0.7,32,0
33,7.2,2,0.64,4.7,14,1.4,9,1
48,10,2,0.97,3.0,5,0.8,25,1
40,10,1,0.49,1.6,7,1.4,9,1
36,10,3,0.65,3.9,7,1.4,12,1
40,9.6,5,0.52,3.0,15,0.3,8,1
60,10,4,0.42,2.4,8,0.8,50,0
48,10,1,0.3,3.1,5,0.3,13,1
55,10,4,0.77,4.5,13,0.6,23,1
58,10,5,0.86,2.2,9,1.3,10,1
45,10,0,0.59,1.3,6,1.0,24,1
60,10,6,0.58,3.5,10,0.3,30,0
36,10,5,0.47,2.2,6,1.3,22,1
60,10,10,0.32,2.4,14,0.9,22,1
40,10,5,0.31,2.2,12,0.5,7,1
55,10,7,0.7,3.9,13,0.6,20,1
59,10,2,0.72,4.9,12,1.4,18,1
44,10,4,0.82,1.3,11,0.8,30,1
60,10,2,0.79,1.1,15,1.3,11,0
60,10,9,0.74,4.9,9,1.5,16,0
60,10,0,0.92,2.2,11,1.4,30,0
49,10,7,0.82,4.0,13,0.6,22,1
60,10,10,0.32,4.9,7,1.5,39,0
42,10,0,0.79,4.7,13,0.6,7,1
34,10,8,0.38,3.5,9,0.8,22,1
35,9.1,2,0.32,1.4,12,0.9,13,1
35,9.2,10,0.99,2.2,15,0.7,20,1
37,10,10,0.65,1.3,8,0.5,10,1
50,10,10,0.34,2.0,10,0.9,28,1
34,10,9,0.91,1.1,8,0.6,13,1
58,10,4,0.65,1.3,14,0.9,8,1
60,10,4,0.46,2.9,11,0.4,8,0
48,10,1,0.95,3.6,7,0.9,40,1
34,10,1,0.66,4.6,7,0.8,7,1
60,10,7,0.75,2.5,11,1.3,10,1
50,10,4,0.49,1.9,8,0.5,33,1
30,9.1,6,0.75,3.6,8,1.1,10,1
50,10,0,0.62,3.0,11,1.1,8,1
40,10,2,0.53,3.2,11,1.3,12,1
60,10,1,0.74,2.9,6,1.4,38,0
60,10,2,0.32,4.3,6,0.9,50,0
30,10,1,0.32,2.7,6,0.6,20,1
60,10,0,0.68,2.3,10,0.3,14,0
60,10,9,0.43,3.7,8,0.6,28,1
54,10,0,0.68,3.6,11,0.8,38,1
51,10,9,0.51,3.5,11,0.8,9,1
60,10,7,0.85,4.9,7,1.4,18,0
60,10,10,0.59,2.6,8,0.4,30,0
60,10,6,0.76,4.3,10,1.1,15,0
30,9.9,7,0.97,1.6,7,0.8,14,1
34,7.9,1,0.31,4.6,15,1.2,10,1
35,10,9,0.52,2.2,5,1.3,11,1
60,10,9,0.47,3.8,12,1.1,43,0
44,10,8,0.48,4.2,9,0.6,9,1
33,9.8,10,0.56,4.1,9,0.3,20,1
60,10,4,0.82,4.9,15,0.9,17,0
60,10,7,0.63,5.0,12,0.5,45,0
60,10,3,0.88,4.1,14,1.3,26,0
58,10,2,0.46,2.4,5,0.9,27,1
45,10,2,0.75,5.0,9,1.0,9,1
30,6.5,1,0.74,3.0,14,1.2,8,1
60,10,3,0.58,2.8,9,0.9,30,0
38,9.2,10,0.75,4.8,13,0.6,18,1
30,6.3,10,0.63,2.5,14,1.3,5,1
52,10,5,0.94,4.2,5,1.3,7,1
47,10,2,0.66,3.1,12,0.3,6,1
54,10,0,0.84,3.2,5,1.4,48,1
48,10,2,0.35,4.0,15,1.0,19,1
38,10,1,0.49,2.0,7,1.3,14,1
48,10,3,0.67,1.4,13,1.4,35,1
46,10,9,0.58,3.3,6,0.7,32,1
39,10,7,0.75,1.1,8,0.6,17,1
35,9.3,5,0.69,1.2,11,0.5,7,1
44,10,1,0.5,3.9,8,1.2,21,1
35,10,8,0.84,4.0,9,0.6,24,1
31,9.5,9,0.52,2.1,8,0.9,15,1
57,10,6,0.88,3.6,12,1.3,31,1
43,10,5,0.72,2.6,9,1.4,33,1
57,10,5,0.52,3.1,7,0.6,37,1
56,10,10,0.58,4.7,12,0.3,15,1
31,7.9,3,0.35,4.4,10,1.2,12,1
50,10,2,0.8,1.4,8,1.2,24,1
34,8.1,7,0.65,3.6,12,0.7,5,1
41,10,5,0.46,1.6,12,1.2,14,1
37,8.7,8,0.75,1.7,15,1.1,15,1
60,10,9,0.5,4.5,13,0.5,21,0
55,10,10,0.59,2.9,11,1.1,23,1
50,10,0,0.91,1.7,13,0.7,12,1
60,10,4,0.36,4.5,15,0.8,20,0
41,10,10,0.33,4.9,6,0.9,23,1
51,10,7,0.31,4.3,9,1.2,13,1
55,10,8,0.84,2.6,15,0.9,14,1
60,10,7,0.36,3.4,11,0.4,39,0
55,10,1,0.86,4.5,10,0.3,29,1
37,10,10,0.87,1.7,9,1.2,15,1
60,10,1,0.97,4.6,11,0.5,47,0
60,10,2,0.78,4.1,6,0.5,43,0
39,10,6,0.42,3.2,6,1.4,11,1
30,7.1,10,0.65,4.2,13,0.6,14,1
49,10,8,0.91,2.8,12,0.8,17,1
60,10,6,0.76,4.7,14,0.8,9,0
41,10,1,0.48,3.5,5,1.3,33,1
37,9.6,9,0.31,1.4,11,0.6,15,1
55,10,6,0.57,1.1,10,0.7,41,1
33,10,9,0.88,3.2,10,1.3,17,1
40,10,1,0.95,3.1,12,0.9,10,1
37,10,8,0.77,2.1,5,0.6,11,1
33,9.2,6,0.73,3.0,11,1.3,17,1
59,10,6,0.4,3.0,13,1.1,25,1
60,10,9,0.92,2.2,6,1.1,15,0
60,10,1,0.32,3.4,9,1.1,28,1
60,10,3,0.81,2.0,6,0.5,11,1
60,10,6,0.41,4.2,11,1.4,13,0
53,10,8,0.35,3.2,9,1.0,38,1
43,10,9,0.46,2.8,8,1.5,15,1
51,10,5,0.84,2.6,7,0.7,16,1
53,10,6,0.83,5.0,7,0.9,27,1
33,10,3,0.95,4.4,11,0.8,14,1
38,10,3,0.63,2.6,12,0.5,16,1
37,10,3,0.97,4.5,7,1.3,24,1
60,10,4,0.46,2.7,14,1.2,30,0
60,10,10,0.99,1.6,7,1.2,26,0
37,10,10,0.63,4.6,7,1.0,10,1
30,7.2,6,0.86,4.3,12,0.5,7,1
54,10,8,0.53,3.7,9,0.9,45,1
60,10,6,0.73,3.9,9,0.7,24,0
40,10,7,0.42,1.1,12,0.9,5,1
35,10,5,0.97,3.3,5,0.6,14,1
60,10,9,0.71,2.3,10,1.3,33,0
39,10,10,0.32,2.5,6,0.8,19,1
48,10,0,0.46,2.6,12,0.7,5,1
60,10,1,0.68,1.4,14,0.6,5,0
57,10,2,0.67,1.3,11,0.5,46,1
45,10,6,0.45,4.7,9,1.0,14,1
58,10,2,0.74,1.3,12,1.1,42,1
39,10,8,0.41,5.0,7,0.5,32,1
45,10,8,0.85,3.0,10,1.5,16,1
60,10,8,0.65,3.1,13,0.5,17,0
60,10,9,0.34,3.7,7,1.0,22,1
60,10,5,0.55,1.4,7,0.6,6,0
60,10,7,0.63,2.9,13,0.8,34,0
45,10,5,0.58,2.2,10,1.1,15,1
60,10,10,0.49,3.0,12,0.9,36,0
43,10,8,0.83,2.6,15,1.0,12,1
49,10,3,0.79,4.2,7,1.3,11,1
60,10,10,0.65,2.3,14,0.9,5,0
60,10,4,0.43,2.1,12,0.9,5,0
50,10,6,0.56,1.1,5,0.4,22,1
60,10,7,0.33,3.6,7,1.3,47,0
60,10,9,0.92,3.9,7,1.5,38,0
47,10,5,0.69,1.9,8,0.8,29,1
57,10,1,0.49,1.6,11,1.2,44,1
60,10,9,0.88,3.7,5,0.9,37,0
59,10,9,0.83,3.8,14,0.6,15,1
49,10,10,0.71,3.4,7,1.2,30,1
60,10,1,0.78,4.9,14,0.7,9,0
30,9.2,9,0.62,3.1,9,0.7,13,1
60,10,0,0.75,1.9,12,1.5,11,0
59,10,4,0.37,4.5,11,1.3,20,1
57,10,0,0.41,4.4,11,1.0,29,1
42,10,0,0.38,2.9,8,1.4,20,1
50,10,0,0.49,1.3,5,0.6,13,1
33,10,3,0.79,1.9,6,0.5,13,1
32,10,6,0.67,4.1,5,1.2,22,1
31,9.4,1,0.78,2.6,8,1.2,6,1
41,10,4,0.33,2.8,14,1.4,25,1
36,10,0,0.32,3.0,12,1.0,17,1
39,10,6,1.0,3.5,14,0.3,5,1
60,10,6,0.38,4.6,8,0.4,17,0
60,10,5,0.7,2.5,7,1.1,47,0
38,9.1,8,0.94,3.2,15,0.6,13,1
60,10,0,0.79,2.1,10,1.4,16,0
45,10,2,0.49,4.7,9,1.1,24,1
52,10,1,0.81,4.8,15,1.0,10,1
45,10,9,0.71,3.9,6,0.9,29,1
60,10,6,0.34,3.0,5,0.4,7,0
60,10,7,0.77,2.2,13,0.4,6,0
60,10,1,0.62,2.8,13,0.4,33,0
60,10,8,0.93,3.2,14,1.2,25,0
49,10,8,0.96,4.8,5,0.4,10,1
58,10,4,0.45,1.4,10,1.3,19,1
60,10,9,0.84,1.9,13,1.4,34,0
60,10,2,0.68,4.4,6,1.4,29,0
60,10,2,0.52,2.3,10,0.5,40,0
42,10,9,0.52,1.5,11,1.3,24,1
60,10,3,0.77,1.6,10,0.5,24,0
38,8.6,6,0.92,4.8,15,1.0,8,1
37,10,10,0.35,1.7,11,1.3,13,1
60,10,4,0.79,4.0,13,1.2,18,0
38,10,0,0.78,3.9,12,1.0,12,1
41,10,0,0.52,2.5,5,0.8,24,1
43,10,3,0.76,3.0,11,0.6,20,1
54,10,7,0.35,3.0,9,0.5,36,1
42,10,6,0.63,3.3,14,0.7,28,1
43,10,0,0.89,1.5,7,1.3,24,1
35,9.4,4,0.45,1.5,14,0.5,19,1
59,10,3,0.88,2.0,8,1.4,51,1
41,10,0,0.52,1.2,10,0.3,15,1
53,10,5,0.89,2.4,12,1.2,36,1
49,10,3,0.54,2.9,10,0.6,32,1
50,10,8,0.86,1.2,5,0.7,29,1
46,10,4,0.31,1.0,12,1.4,24,1
42,10,6,0.93,1.1,8,1.1,7,1
60,10,7,0.34,1.7,15,1.5,34,0
38,10,0,0.3,1.4,9,1.4,22,1
60,10,2,0.58,2.8,12,1.2,11,0
57,10,7,0.56,1.4,13,1.5,37,1
57,10,7,0.31,1.1,14,0.7,30,1
35,10,7,0.47,1.2,9,1.2,14,1
60,10,6,0.53,1.0,12,1.0,29,0
34,9.0,4,0.71,1.5,11,0.5,17,1
60,10,0,0.33,3.5,8,1.1,10,0
43,10,8,0.76,1.4,7,0.3,13,1
35,10,2,0.56,1.8,6,0.5,15,1
46,10,4,0.7,3.9,12,1.3,8,1
60,10,0,0.95,2.3,9,1.4,22,0
32,7.0,8,0.34,3.8,15,0.9,17,1
41,10,8,0.34,2.2,12,0.7,19,1
54,10,3,0.54,2.8,5,0.6,44,1
38,10,7,0.98,3.0,9,0.6,10,1
52,10,2,0.62,4.9,9,1.4,36,1
60,10,7,0.79,1.8,6,0.8,49,0
60,10,1,0.35,1.3,8,0.7,33,0
56,10,0,0.56,2.7,7,0.4,21,1
55,10,7,0.54,3.8,14,1.5,11,1
44,10,9,0.89,4.4,12,0.6,5,1
33,7.0,0,0.78,3.6,15,0.3,17,1
34,10,3,0.95,4.6,7,0.8,16,1
44,10,3,0.66,4.3,13,0.3,17,1
36,10,5,0.46,1.2,6,0.5,22,1
60,10,9,0.9,3.2,9,0.6,46,0
50,10,8,0.86,1.6,14,0.4,20,1
39,10,10,0.69,4.3,12,0.9,13,1
60,10,8,0.63,4.3,11,1.1,32,0
51,10,1,0.52,1.1,10,0.5,36,1
54,10,6,0.56,1.4,5,1.2,44,1
36,10,3,0.9,4.7,10,0.4,17,1
43,10,3,0.77,3.0,15,1.5,13,1
59,10,5,0.44,1.3,5,1.4,39,1
45,10,2,0.57,3.3,11,1.5,23,1
54,10,9,0.37,4.8,14,0.6,16,1
60,10,1,0.61,1.6,11,1.3,42,0
33,10,6,0.51,2.2,7,1.2,23,1
60,10,5,0.6,1.2,11,0.7,48,0
30,7.1,3,0.89,2.3,14,0.4,12,1
57,10,2,0.37,3.2,14,0.6,17,1
31,10,0,0.82,3.5,6,0.4,22,1
56,10,5,0.99,2.3,7,1.3,43,1
55,10,4,0.39,3.4,7,1.0,38,1
60,10,7,0.35,3.9,15,1.5,37,0
60,10,6,0.93,1.0,13,1.0,10,0
46,10,2,0.79,2.2,7,0.9,7,1
38,10,4,0.96,4.2,8,1.1,11,1
35,9.8,8,0.42,3.0,10,0.5,20,1
60,10,4,0.89,4.6,10,0.9,49,0
41,10,6,0.45,4.2,10,1.5,11,1
60,10,0,0.98,4.6,6,1.4,46,0
58,10,4,0.89,1.5,14,0.8,14,1
38,10,2,0.9,4.7,9,1.4,29,1
60,10,9,0.44,2.4,9,0.4,8,0
60,10,8,0.69,3.7,8,0.6,21,0
48,10,10,0.48,1.5,10,0.6,12,1
60,10,5,0.49,2.4,6,1.2,43,0
56,10,2,0.69,3.6,6,0.8,47,1
32,9.9,9,0.53,3.2,10,0.4,15,1
33,8.1,3,0.78,3.5,12,1.4,21,1
53,10,9,0.76,5.0,7,0.8,19,1
48,10,4,0.34,1.2,13,0.5,18,1
59,10,0,0.76,4.8,5,1.4,5,1
60,10,3,0.76,1.3,12,1.1,15,0
39,10,0,0.92,2.8,14,1.1,19,1
54,10,9,0.63,3.4,9,0.6,11,1
31,10,4,0.94,4.5,5,0.9,18,1
32,10,7,0.54,3.5,6,1.4,22,1
57,10,9,0.41,2.3,9,0.8,29,1
39,10,1,0.51,1.5,10,0.3,11,1
60,10,1,0.85,1.8,7,1.2,7,0
60,10,4,0.85,2.2,10,1.1,39,0
58,10,1,0.48,2.4,15,1.3,28,1
36,9.4,4,0.52,4.5,11,0.9,16,1
60,10,6,0.46,2.6,10,0.6,48,0
60,10,3,0.85,4.5,11,0.9,7,0
41,10,5,0.81,1.7,15,1.2,19,1
35,7.6,3,0.4,3.8,15,0.5,7,1
55,10,5,0.32,2.0,14,0.6,9,1
40,10,4,0.4,2.1,14,1.5,25,1
60,10,7,0.62,4.9,14,0.7,17,0
30,9.4,0,0.75,3.4,7,1.1,13,1
60,10,8,0.38,4.4,7,0.4,29,0
42,10,4,0.95,3.0,8,0.9,11,1
55,10,0,0.5,2.1,12,1.5,32,1
42,10,1,0.46,3.9,15,1.2,12,1
30,10,4,0.42,4.4,7,0.6,7,1
42,10,9,0.74,1.4,13,1.1,25,1
60,10,0,0.38,1.4,5,0.7,39,0
35,8.7,0,0.99,4.9,13,0.7,16,1
30,7.6,7,0.81,1.2,10,1.3,8,1
60,10,9,0.82,3.7,9,0.5,50,0
50,10,3,0.48,4.5,11,0.6,35,1
37,10,2,0.33,2.6,10,0.7,25,1
57,10,8,0.52,3.1,14,1.2,41,1
56,10,8,0.63,2.9,6,0.9,16,1
50,10,0,0.86,2.6,13,0.4,5,1
60,10,5,0.78,3.3,11,0.8,47,0
51,10,3,0.46,4.9,6,1.2,18,1
51,10,5,0.7,4.4,8,0.4,37,1
58,10,7,0.52,3.5,13,0.4,10,1
42,10,10,0.81,4.3,14,0.8,13,1
47,10,9,0.61,3.5,5,1.0,25,1
60,10,6,0.57,4.0,8,0.4,10,0
30,10.0,7,0.4,1.6,5,1.3,15,1
59,10,0,0.74,4.3,15,0.6,26,1
60,10,8,0.38,2.7,13,0.6,15,1
54,10,10,0.5,4.5,14,0.6,15,1
58,10,5,0.59,4.2,12,1.0,32,1
48,10,8,0.39,1.8,14,1.0,12,1
55,10,3,0.93,3.2,7,1.0,44,1
60,10,5,0.73,3.7,13,0.9,9,0
34,8.5,9,0.83,2.0,14,0.4,13,1
38,10,0,0.7,4.3,13,0.6,17,1
47,10,2,0.72,1.6,13,0.7,32,1
47,10,2,0.83,2.1,6,1.1,30,1
37,10,4,0.74,3.7,12,0.3,18,1
32,7.7,0,0.32,3.3,15,0.4,12,1
46,10,4,0.46,2.1,9,1.0,17,1
43,10,10,0.5,4.7,15,1.4,27,1
60,10,7,1.0,3.9,5,1.0,37,0
49,10,7,0.56,1.8,15,1.0,9,1
45,10,2,0.62,3.5,10,1.2,22,1
50,10,0,0.78,1.9,5,0.9,10,1
55,10,0,0.36,3.8,8,1.2,39,1
60,10,6,0.77,1.5,15,0.9,34,0
40,10,9,0.73,4.5,10,0.7,25,1
46,10,0,0.95,3.0,12,0.8,21,1
55,10,10,0.92,1.7,12,0.9,27,1
52,10,9,0.49,3.4,15,1.0,23,1
53,10,9,0.94,4.4,5,1.0,27,1
42,10,2,0.77,2.6,15,0.5,15,1
55,10,9,0.47,1.7,8,1.4,27,1
60,10,2,0.58,4.4,11,0.4,40,0
36,9.4,1,0.43,1.9,13,0.3,11,1
55,10,3,0.47,3.4,12,0.7,23,1
37,10,5,0.35,4.2,11,0.6,7,1
50,10,6,0.76,2.9,5,1.3,7,1
60,10,6,0.54,1.8,10,0.4,46,0
43,10,2,0.87,4.0,11,0.6,7,1
60,10,6,0.75,1.4,11,0.6,43,0
60,10,4,0.44,4.6,15,0.6,12,0
60,10,10,0.79,4.4,12,1.4,23,0
33,9.6,4,0.97,3.0,12,0.6,5,1
60,10,0,0.88,2.1,8,0.8,14,0
40,10,4,0.47,1.4,6,1.0,7,1
40,10,9,0.7,4.8,15,1.1,20,1
45,10,1,0.8,1.6,9,0.9,15,1
55,10,6,0.34,2.9,14,1.2,31,1
60,10,10,0.51,5.0,15,0.7,44,0
58,10,5,0.34,4.9,9,0.8,22,1
60,10,7,0.45,1.8,10,1.1,40,0
44,10,3,0.45,1.0,12,1.4,8,1
44,10,5,1.0,2.8,14,1.3,12,1
41,10,10,0.51,1.1,7,0.4,23,1
37,10,5,0.4,1.4,12,1.0,13,1
31,9.3,0,0.79,2.1,11,0.9,12,1
60,10,9,0.71,4.4,7,1.4,22,0
32,9.0,7,0.31,4.7,9,0.3,13,1
60,10,2,0.97,3.1,13,1.0,34,0
60,10,10,0.88,1.4,6,0.7,29,0
44,10,0,0.52,4.4,9,1.3,13,1
53,10,10,0.98,3.5,11,0.8,42,1
56,10,6,0.63,2.0,12,0.6,17,1
51,10,0,0.33,1.4,7,0.7,44,1
60,10,6,0.9,2.7,13,0.8,41,1
57,10,7,0.69,2.2,11,1.0,36,1
39,10,0,0.39,3.8,5,0.4,12,1
60,10,4,0.54,1.6,6,1.3,10,0
47,10,8,0.92,2.7,10,1.3,18,1
46,10,9,0.67,3.6,10,1.3,25,1
47,10,9,0.55,3.4,8,1.2,20,1
60,10,1,0.98,1.7,7,1.4,28,0
60,10,8,0.97,3.6,10,0.7,20,0
53,10,10,0.34,3.1,13,0.4,7,1
33,9.8,0,0.65,3.1,11,0.9,10,1
60,10,0,0.91,1.4,10,0.4,46,0
50,10,6,0.99,1.6,5,0.7,27,1
44,10,3,0.47,3.7,7,1.3,8,1
60,10,5,0.8,1.6,8,0.8,23,0
60,10,1,0.89,3.8,13,1.4,21,0
54,10,0,0.43,1.1,15,0.9,5,1
40,10,8,0.91,1.3,14,0.3,14,1
45,10,9,0.93,1.5,6,0.6,21,1
55,10,3,0.68,3.6,13,0.5,12,1
59,10,4,0.71,4.6,5,1.5,38,1
60,10,6,0.36,4.4,5,1.4,39,0
39,10,8,0.71,3.8,11,1.2,27,1
49,10,10,0.53,4.5,15,0.6,33,1
53,10,2,0.98,3.9,10,0.8,29,1
60,10,0,0.71,3.9,6,0.9,19,0
47,10,3,0.63,4.1,6,0.8,36,1
30,8.1,2,0.66,1.4,10,1.5,17,1
34,10,7,0.44,1.8,12,0.6,11,1
35,10,0,0.56,3.8,8,0.5,25,1
53,10,10,0.78,3.8,13,0.4,35,1
37,10,10,0.86,4.5,11,0.4,7,1
58,10,7,0.42,4.8,10,1.3,21,1
33,10,6,0.32,1.4,9,1.5,23,1
60,10,5,0.6,3.1,14,0.3,5,0
49,10,3,0.52,2.0,7,0.6,16,1
44,10,7,0.9,1.2,10,1.1,12,1
60,10,5,0.64,4.3,8,1.5,17,0
46,10,5,0.33,3.2,7,0.8,18,1
43,10,5,0.82,4.6,13,0.5,20,1
44,10,2,0.82,4.0,11,1.3,27,1
42,10,7,0.45,3.3,9,0.4,32,1
56,10,10,0.59,2.8,10,1.1,40,1
60,10,7,0.79,3.3,12,0.6,29,0
60,10,3,0.31,1.4,14,0.9,31,0
52,10,8,0.77,4.1,7,1.1,28,1
43,10,2,0.41,4.5,15,0.3,15,1
39,10.0,2,0.36,2.8,12,0.8,20,1
44,10,6,0.98,1.9,7,0.7,34,1
48,10,3,0.84,3.8,11,0.4,23,1
59,10,5,0.32,1.3,13,0.5,21,1
32,9.7,5,0.76,4.9,8,1.5,22,1
30,9.4,9,0.42,4.9,9,0.7,10,1
60,10,8,0.33,3.0,10,0.8,28,0
52,10,3,0.46,1.4,9,0.4,41,1
60,10,8,0.99,4.0,8,1.0,38,0
39,10,7,0.53,4.9,5,0.7,16,1
52,10,0,0.78,1.3,15,1.0,14,1
42,10,4,0.75,3.8,15,0.9,6,1
31,10,4,1.0,3.4,10,1.3,5,1
43,10,2,0.91,4.3,9,0.8,6,1
60,10,6,0.65,3.5,5,1.1,43,0
48,10,2,0.35,1.7,12,0.6,31,1
60,10,2,0.38,3.7,11,1.1,45,0
42,10,4,0.74,3.2,5,0.4,12,1
52,10,9,0.5,2.1,8,0.6,35,1
57,10,8,0.43,1.3,8,0.4,41,1
59,10,3,0.32,3.2,8,0.8,46,1
60,10,1,0.59,1.3,5,1.3,36,0
60,10,3,0.37,2.0,8,1.2,17,0
60,10,8,0.84,3.9,7,0.5,11,1
50,10,1,0.72,1.0,7,1.4,18,1
37,10,4,0.98,1.9,8,0.5,10,1
37,10,2,0.97,3.4,7,1.2,21,1
60,10,1,0.5,1.7,10,0.4,39,0
60,10,10,0.93,3.1,7,1.1,12,0
37,10,8,0.69,1.6,6,1.5,11,1
47,10,9,0.7,1.2,8,0.3,20,1
60,10,6,0.76,1.2,5,0.4,38,0
49,10,7,0.81,4.4,11,0.6,6,1
54,10,0,0.56,2.4,15,1.2,15,1
59,10,3,0.44,2.5,11,1.1,37,1
33,10,4,0.66,2.6,6,0.5,16,1
52,10,5,0.51,3.6,12,0.3,16,1
60,10,9,0.63,2.8,13,1.2,22,0
60,10,0,0.47,2.1,7,0.8,21,0
51,10,3,0.46,1.3,11,0.5,21,1
56,10,7,0.94,3.2,8,1.4,20,1
48,10,6,0.4,2.1,10,1.1,10,1
45,10,4,0.49,3.5,6,0.5,39,1
39,10,3,0.42,2.7,11,0.9,10,1
41,10,10,0.47,4.4,9,1.1,7,1
32,7.8,10,0.33,1.9,13,0.9,13,1
60,10,2,0.77,4.3,6,0.5,5,0
44,10,10,0.48,1.2,14,1.4,11,1
45,10,10,0.76,1.5,11,1.5,24,1
46,10,10,0.31,2.7,15,1.2,31,1
45,10,9,0.7,2.8,9,0.6,27,1
47,10,4,0.62,2.0,8,0.6,35,1
47,10,3,0.94,1.3,8,0.9,30,1
33,10,2,0.74,4.7,8,0.8,19,1
33,8.5,3,0.82,1.0,15,0.8,11,1
60,10,0,0.91,4.5,13,0.5,46,0
36,10,7,0.46,2.4,11,0.5,9,1
60,10,5,0.69,5.0,7,1.5,38,0
49,10,8,0.33,1.1,10,1.1,35,1
37,10,6,0.76,2.9,9,0.5,17,1
60,10,6,0.52,1.3,10,0.3,29,0
47,10,1,0.32,3.8,11,1.2,32,1
60,10,1,0.85,3.1,12,1.1,29,0
60,10,6,0.52,2.9,6,1.5,25,0
60,10,5,0.71,4.3,6,0.7,5,0
39,9.7,7,0.62,4.2,15,0.7,8,1
60,10,9,0.31,4.2,15,1.1,14,0
31,10,8,0.31,1.2,6,1.5,17,1
39,10,4,0.92,3.8,12,0.9,19,1
39,9.3,4,0.94,4.6,15,1.4,18,1
52,10,5,0.45,1.8,14,0.4,7,1
60,10,10,0.63,3.7,9,1.3,17,0
38,10,2,0.91,2.5,7,0.7,28,1
60,10,9,0.81,3.9,15,1.1,9,0
60,10,2,0.43,3.2,15,0.6,40,0
41,10,4,0.51,2.2,11,0.5,30,1
33,10,5,0.61,2.9,5,1.1,23,1
41,10,4,0.62,1.9,14,1.3,5,1
60,10,3,0.66,1.8,11,0.5,7,0
47,10,2,0.44,3.6,6,1.4,11,1
